pde,reference,pde_replicates,reference_n,reference_L,reference_S,note,overlap_start,overlap_end,time_points_compared,output_max_l2,output_rms_l2,output_terminal_l2,output_max_abs_component,output_initial_l2,output_time_of_max_l2,output_initial_centered_max_l2,output_initial_centered_rms_l2,output_initial_centered_terminal_l2,loss_max_abs,loss_terminal_abs,depth_interpolated,depth_points_compared,gram_max_fro,gram_rms_fro,gram_terminal_max_fro,gram_max_abs_entry,gram_initial_max_fro,gram_time_of_max_fro,gram_depth_fraction_of_max_fro,gram_initial_centered_max_fro,gram_initial_centered_rms_fro,gram_initial_centered_terminal_max_fro,theta_max_fro,theta_rms_fro,theta_terminal_fro,theta_max_abs_entry,theta_initial_fro,theta_initial_centered_max_fro,theta_initial_centered_terminal_fro,pde_terminal_feature_motion_max_fro,reference_terminal_feature_motion_max_fro,gram_increment_gap_fraction_pde_feature_motion,output_active_points,output_active_max_abs_z,output_active_rms_z,output_active_fraction_within_1p96_sem,gram_unique_points,gram_max_abs_z,gram_rms_z,gram_fraction_within_1p96_sem,bootstrap_replicates,output_mean_sup_bootstrap_p95,gram_mean_sup_bootstrap_p95,gram_increment_mean_sup_bootstrap_p95,theta_mean_sup_bootstrap_p95,loss_of_mean_sup_bootstrap_p95,output_discrepancy_over_ref_bootstrap_p95,gram_discrepancy_over_ref_bootstrap_p95,gram_increment_gap_over_ref_bootstrap_p95,loss_gap_over_ref_bootstrap_p95
pde_QMC_P5_N32_M128_R64_s20260724_dt0p02_T4.npz,exact_ensemble_n96_L32_S48_seed2000_dt0p02_T8p0.npz,1,96,32,48,Matching depth N=L=32. Single QMC scramble; exact reference is finite-width.,0.0,4.0,101,0.013581192899967839,0.00337132009300525,5.266369035647185e-07,0.013288975348567222,0.013581192899967839,0.0,0.013580716742742544,0.01263287439913102,0.013580716742742544,0.005285302558545979,1.969313546453484e-13,False,33,0.05587728571298153,0.046589030256445445,0.05587728571298153,0.02778752108171112,0.05345936293057507,4.0,1.0,0.015548426333214656,0.00863334754162812,0.015548426333214656,0.15882543111776629,0.14991442110082082,0.15882543111776629,0.1286263829782337,0.09237622097636991,0.09996230268840671,0.09996230268840671,0.6300521671197202,0.6415479531281827,0.024677998338287124,189,1.7310596953733264,0.7624489762892899,1.0,19998,1.6688518176578697,0.8595635537015015,1.0,500,0.03920378623141773,0.08188979725749201,0.014697998626732076,0.1617444419388639,0.02898892584737852,0.3464255421606175,0.6823473446549456,1.057860102458838,0.18232143496354938
pde_QMC_P5_N32_M128_R64_s20260724_dt0p02_T4.npz,pooled_exact_m3_n128_L32_S96,1,128,32,96,Matching depth N=L=32. Single QMC scramble; exact reference is finite-width.,0.0,4.0,101,0.01818146522623654,0.004801395455204981,3.337959212596603e-07,0.015464839159057048,0.01818146522623654,0.0,0.018288985399454796,0.01728602093631845,0.018181760776757577,0.004079826692804628,1.004370447207181e-13,False,33,0.040632729899671025,0.03272432054355737,0.033275760226015014,0.021097241710604342,0.03997958482698444,0.12,1.0,0.009476103143803297,0.008076545223927704,0.009462797588572365,0.22552669639493833,0.22035807733206547,0.22552669639493833,0.17549210140016358,0.17753609582141333,0.09368956724525061,0.09368956724525061,0.6300521671197202,0.6285343210433783,0.015040188159534864,183,1.8442954715212923,0.8289760458496317,1.0,19998,1.7608793701035939,1.0788115220390786,1.0,500,0.0251328181252794,0.04637261736579452,0.008578012830327024,0.10591645890841345,0.02014912321130525,0.7234153024785166,0.8762224823143719,1.1046967789907158,0.20248159932415932
pde_QMC_P5_N32_M128_R64_s20260724_dt0p02_T4.npz,pooled_exact_m3_n256_L32_S128,1,256,32,128,Matching depth N=L=32. Single QMC scramble; exact reference is finite-width.,0.0,4.0,101,0.010752997608041447,0.002554620277421664,2.503914393261262e-07,0.008787968934954697,0.010752997608041447,0.0,0.012373446727768451,0.010763525480037173,0.010753144223871452,0.0018456582720181025,5.696005938998653e-14,False,33,0.02404489412251636,0.01738525880726333,0.02315205535625267,0.0175223946592149,0.019405669389636143,0.84,1.0,0.010784520190948738,0.005373756508617384,0.01071793953922952,0.14956291672673278,0.14151114664042785,0.14956291672673278,0.14636438826038267,0.043432469508115704,0.11695410652860538,0.11695410652860538,0.6300521671197202,0.6399092644505795,0.017116868655892587,183,4.775795050721768,2.5062546834523833,0.5956284153005464,19998,2.3318616508139494,0.9689154362603537,0.9503950395039504,500,0.016025334481303114,0.029130290602308616,0.004983733385692991,0.059361767507954084,0.01124682077580919,0.6709998858736493,0.8254258239569627,2.163944046828088,0.16410488873335055
pde_QMC_P5_N32_M128_R64_s20260724_dt0p02_T4.npz,exact_ensemble_n512_L32_S16_seed14000_dt0p02_T8p0.npz,1,512,32,16,Matching depth N=L=32. Single QMC scramble; exact reference is finite-width.,0.0,4.0,101,0.023976414022136065,0.007166379241044863,1.6073636860176768e-07,0.02130073003689331,0.023976414022136065,0.0,0.023976359007680595,0.021646821790225142,0.023976359007680595,0.019871846904902624,3.0500936782921683e-14,False,33,0.039660768275768324,0.03554730580610993,0.036968972670272916,0.021519288101431618,0.03795450371277374,0.44,1.0,0.013404799622673482,0.004856084044633361,0.006212142748977467,0.1929511507639011,0.1861126852928162,0.1904308665045914,0.1693302518411799,0.09209303955604364,0.12828271640398164,0.12729743029500049,0.6300521671197202,0.6351136817556434,0.021275697985380235,183,5.090667987972595,2.6053096078408897,0.6666666666666666,19998,1.619398642815501,0.8319624849894185,1.0,500,0.02459695275251945,0.06329500044316215,0.008887702133765604,0.12526248875732998,0.014994611409572828,0.9747717232851202,0.6266019116530859,1.5082413227764242,1.3252658813296143
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n128_L32_S32_seed3000_dt0p02_T8p0.npz,1,128,32,32,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.040511671796368345,0.0053969995886873675,8.210898765345522e-12,0.03220250943264602,0.040511671796368345,0.0,0.0405116720195284,0.03939310252954976,0.04051167179749929,0.038048726819390755,3.751739706480678e-23,True,257,0.04558348810649226,0.041003434142070354,0.04192699196700887,0.026887824912086654,0.04374128903567652,0.28,0.875,0.014463702176747686,0.01140795985497712,0.012582443755717715,0.25135951662882033,0.20680194917943195,0.20791637165763643,0.14530543531698203,0.25135951662882033,0.06990058749525709,0.055897367214035834,0.6338011211613804,0.6286712938224854,0.022820568935322052,186,1.8354620798971641,0.7073054247709906,1.0,309942,1.8139535706426797,0.8199617156410451,1.0,500,0.043592389687490886,0.07932569478675723,0.016918105875281298,0.2054738529774318,0.0357446892119795,0.9293289972582859,0.5746371113298089,0.8549244391406906,1.0644581798920518
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n128_L32_S64_seed5000_dt0p02_T8p0.npz,1,128,32,64,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.027527935298684678,0.005819387991139491,4.015162995256987e-12,0.02657914890136475,0.027527935298684678,0.0,0.027529592009304733,0.02634065828279255,0.027527935302362812,0.017328598901482084,9.893161726214396e-24,True,257,0.0484499588622421,0.03678518977140108,0.037887464158438786,0.02931291017439208,0.04514667868267197,0.24,1.0,0.009458911494164227,0.007731261141267737,0.009453797750949788,0.1469728368264019,0.11215962932179155,0.10961644605466977,0.10011967434189462,0.1469728368264019,0.0470872794439978,0.04627390198504476,0.6338011211613804,0.6284735897700947,0.014924100286903358,183,3.2536157354287747,1.4813931671512397,0.7486338797814208,309942,1.7660296520708707,0.9937993908073431,1.0,500,0.030460701576998265,0.05801181938629222,0.009844309565789746,0.12185867365753299,0.02219265860396587,0.903719673990431,0.8351739244656491,0.9608506753013104,0.7808257320907658
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n256_L32_S32_seed6000_dt0p02_T8p0.npz,1,256,32,32,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.007974079763650211,0.0011348240494867025,1.2065858538466702e-12,0.006425714370786725,0.007974079763650211,0.0,0.0087982754358146,0.007939305126031922,0.00797407976418133,0.0009250140091780212,1.313655505036885e-24,True,257,0.03138711948030551,0.025403571206169432,0.027515134670240148,0.02525344663202378,0.03138711948030551,0.0,0.9375,0.008075688118440713,0.0052858354797546605,0.008075688118440713,0.04735902557805547,0.03431256511182865,0.034251930093320906,0.0371010869333781,0.04735902557805547,0.025258619635919535,0.017823082928748547,0.6338011211613804,0.6401448730403688,0.012741675343904064,183,1.1028563915921288,0.5893163937452804,1.0,309942,1.6181497101486466,0.7026352602977668,1.0,500,0.03471923318312294,0.06053948771622973,0.01075594267580182,0.13389682756103038,0.021412813870746956,0.22967326846165542,0.5184569718764087,0.7508117476870708,0.0431990869935
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n256_L32_S32_seed8000_dt0p02_T8p0.npz,1,256,32,32,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.02628663756120978,0.003938844542502135,1.3900426773721895e-13,0.022257285783781774,0.02628663756120978,0.0,0.02628663756185665,0.025466374934672596,0.026286637561268707,0.0033217631602719955,6.925188019805669e-26,True,257,0.02841885714706545,0.02580958697290462,0.02841885714705858,0.020932798321412927,0.028194105705252537,7.68,0.90625,0.006165430902000099,0.0037272331609798388,0.0055656622799596794,0.061016075047717354,0.04952765087698998,0.04980923470838043,0.04828887811220017,0.061016075047717354,0.02855213498768391,0.02807040281863602,0.6338011211613804,0.6383451800308548,0.009727705894086353,183,2.045003719146502,0.8065819137267425,0.994535519125683,309942,1.3708055586813657,0.697117422207448,1.0,500,0.030654284820633836,0.061006432548295964,0.009939028954866739,0.127685494948093,0.019503576353656307,0.8575191923419421,0.4658337811273845,0.6203252782537814,0.17031559238361274
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n256_L32_S64_seed10000_dt0p02_T8p0.npz,1,256,32,64,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.010018316671372651,0.0018733199040784096,1.5418009072199923e-12,0.00956937802561564,0.010018316671372651,0.0,0.010018316671012828,0.009716362563866121,0.010018316671012828,0.005109407452853709,1.919746427366782e-24,True,257,0.019437890366241044,0.01481075662249849,0.01804450294441906,0.01766527209416524,0.0173068345171591,0.44,0.0,0.007855326683926937,0.004527784468862691,0.007855326683926937,0.0313398332763322,0.030996176912516243,0.031339646971585554,0.02362282716265307,0.023486666380634333,0.01683401460137701,0.013265539938565522,0.6338011211613804,0.6405764211660426,0.012393993039224664,186,2.790879044682697,1.1969367561132398,0.8387096774193549,309942,1.59934990716789,0.5781078925342715,1.0,500,0.021907613331609243,0.04013269679898539,0.006730566307562548,0.08066001888498502,0.016990085841554207,0.45729840671041033,0.4843404983124,1.1671122941171523,0.300728760319572
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n256_L64_S16_seed7000_dt0p02_T8p0.npz,1,256,64,16,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.022073051336681686,0.003044978982533514,3.153008292540426e-12,0.02170310328916359,0.022073051336681686,0.0,0.022354194811169983,0.021671929357163684,0.022073051338956436,0.009909484249945089,6.354783579402441e-24,True,257,0.07698163697134468,0.07572559323036775,0.07697062181491461,0.038835897986530296,0.07666904070544184,1.6,1.0,0.00995221744107556,0.0056697056711220465,0.00995221744107556,0.1283021958747461,0.1275489689666961,0.12822573612334695,0.061507123846195014,0.11418589474924709,0.023964544171428223,0.023416893659782213,0.6338011211613804,0.6430229438490003,0.0157024295300063,186,2.1411398459429933,0.6863088068757192,0.9946236559139785,309942,2.4489306528007324,1.4009789832913813,0.8333333333333334,500,0.039068650461396945,0.081974956756807,0.014331440049758698,0.18097097532029788,0.023067584781404235,0.564981156912284,0.9390872531927541,0.6944324789777933,0.42958481973082624
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n256_L64_S48_seed12000_dt0p02_T8p0.npz,1,256,64,48,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.016823544793693752,0.0032101102249839464,4.880142786911788e-13,0.012386414851311435,0.016823544793693752,0.0,0.016823544809760817,0.016279518510390813,0.0168235447941476,0.007687611213808787,2.170304277090172e-25,True,257,0.054536488821461705,0.04978000923849766,0.0508992767002031,0.0307756073041394,0.0526423678118327,0.32,0.984375,0.005955443730895438,0.004019028516470585,0.005955443730837642,0.08614583684167124,0.08322180530488116,0.08297068489688268,0.050760884279795235,0.07980707241626078,0.01994401197853284,0.017236149707037664,0.6338011211613804,0.6371548362236822,0.009396391915468141,180,2.518111878200092,1.6967386058817056,0.7555555555555555,309942,3.0716553073799986,1.5555412979906256,0.7878054603764575,500,0.024167311885846338,0.04628152750933241,0.008222231441523786,0.10298346230565232,0.01726194612588749,0.6961280953860042,1.178364063512483,0.7243099118834515,0.4453502031430736
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n512_L32_S16_seed14000_dt0p02_T8p0.npz,1,512,32,16,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.02397641402213585,0.004452041291920485,2.533044572044754e-13,0.021300730036893305,0.02397641402213585,0.0,0.023978163911799154,0.02311847400370541,0.023976414022290008,0.019871846904901846,7.734538970742215e-26,True,257,0.03867551232416729,0.03473032036444896,0.03629181051674813,0.021096126425139576,0.03795491042895655,0.36,1.0,0.00989737127468801,0.0032655321042528223,0.003993128586622861,0.10917220470247121,0.09022019965547315,0.08857448469108534,0.06536385259821875,0.09016317708326284,0.0265070341959124,0.01183900204468858,0.6338011211613804,0.6351138414565706,0.015615894235958461,183,2.4028736825691475,1.1335939959734214,0.9016393442622951,309942,1.5901792145428144,0.8138537038318573,1.0,500,0.02459695275251945,0.06329500044316215,0.008887702133765604,0.12526248875732998,0.014994611409572828,0.9747717232851114,0.611035817258541,1.113602945477497,1.3252658813295624
pde_QMC_P5_N16_M256_R128_s20260723_dt0p02_T8.npz:continuous_depth_comparison,exact_ensemble_n64_L32_S64_seed4000_dt0p02_T8p0.npz,1,64,32,64,Primary high-cubature PDE versus finite-depth exact ensemble; Grams are compared on normalized depth and include an initialization-cancelled increment diagnostic.,0.0,8.0,201,0.04310912188842813,0.008121189248002087,3.0117629394888e-11,0.03521947575385791,0.04310912188842813,0.0,0.04310912203644188,0.04136715952818461,0.043109121899509016,0.02065817531304248,4.512277760677047e-22,True,257,0.09000574347648613,0.08160481868403915,0.08691084052519704,0.05798321996873679,0.07590070327637999,0.52,0.09375,0.024641863930901297,0.01757843266745746,0.020523931370625997,0.13507222604740216,0.09927928286873362,0.09611831520528263,0.07920399386433852,0.06637237678268072,0.13708600779844932,0.07778041266560604,0.6338011211613804,0.6419056425411066,0.03887948933530982,195,3.5503708881026133,1.8865760513975176,0.6974358974358974,309942,2.9727154375220968,1.660902752058215,0.7815623568280518,500,0.04926269504820006,0.08369767063031773,0.017233922991267605,0.18490167198358579,0.03380715372065092,0.875086550710409,1.075367364451878,1.4298464686993948,0.6110592889227331
